name_clean,name_real
velden_am_worthersee,Velden am Wörthersee
velm_gotzendorf,Velm-Götzendorf
veurne,Veurne
verlaine,Verlaine
verviers,Verviers
vechigen,Vechigen
veltheim_ag,Veltheim (AG)
vernate,Vernate
vezia,Vezia
vevey,Vevey
veytaux,Veytaux
vex,Vex
vernayaz,Vernayaz
venthone,Venthône
veyras,Veyras
veysonnaz,Veysonnaz
vernier,Vernier
versoix,Versoix
veyrier,Veyrier
vellerat,Vellerat
vendlincourt,Vendlincourt
velis,Veliš
velky_chlumec,Velký Chlumec
velka_dobra,Velká Dobrá
velke_pritocno,Velké Přítočno
velvary,Velvary
veletov,Veletov
velim,Velim
velky_osek,Velký Osek
veltruby,Veltruby
velky_borek,Velký Borek
veltrusy,Veltrusy
velke_vselisy,Velké Všelisy
veselice,Veselice
velenka,Velenka
velenice,Velenice
vestec,Vestec
velen,Veleň
velika_ves,Veliká Ves
velke_popovice,Velké Popovice
velke_prilepy,Velké Přílepy
velka_lecice,Velká Lečice
velka_chmelistna,Velká Chmelištná
velka_bukova,Velká Buková
velesin,Velešín
velky_ratmirov,Velký Ratmírov
veselicko,Veselíčko
velka_turna,Velká Turná
vesce,Vesce
veseli_nad_luznici,Veselí nad Lužnicí
velky_malahov,Velký Malahov
velhartice,Velhartice
velke_hydcice,Velké Hydčice
velky_bor,Velký Bor
ves_touskov,Ves Touškov
vejprnice,Vejprnice
velecin,Velečín
vejvanov,Vejvanov
vesela,Veselá
velka_hledsebe,Velká Hleďsebe
velky_luh,Velký Luh
velichov,Velichov
verusicky,Verušičky
velka_bukovina,Velká Bukovina
velky_senov,Velký Šenov
vernerice,Verneřice
vesele,Veselé
vejprty,Vejprty
velemin,Velemín
velke_zernoseky,Velké Žernoseky
velemysleves,Velemyšleves
velteze,Veltěže
velke_chvojno,Velké Chvojno
velke_brezno,Velké Březno
velky_valtinov,Velký Valtinov
velke_hamry,Velké Hamry
velke_porici,Velké Poříčí
vernerovice,Vernéřovice
velichovky,Velichovky
velka_jesenice,Velká Jesenice
velke_petrovice,Velké Petrovice
velky_trebesov,Velký Třebešov
velke_svatonovice,Velké Svatoňovice
velky_vrestov,Velký Vřešťov
vejvanovice,Vejvanovice
veliny,Veliny
veseli,Veselí
vendoli,Vendolí
velka_skrovnice,Velká Skrovnice
vermerovice,Verměřovice
veprikov,Vepříkov
vesely_zdar,Veselý Žďár
velky_beranov,Velký Beranov
velka_chyska,Velká Chyška
velky_rybnik,Velký Rybník
velke_tresne,Velké Tresné
velka_bites,Velká Bíteš
velka_losenice,Velká Losenice
velke_janovice,Velké Janovice
velke_mezirici,Velké Meziříčí
veprova,Vepřová
velenov,Velenov
velke_opatovice,Velké Opatovice
velatice,Velatice
veverska_bityska,Veverská Bítýška
veverske_kninice,Veverské Knínice
velke_bilovice,Velké Bílovice
velke_hosteradky,Velké Hostěrádky
velke_nemcice,Velké Němčice
velke_pavlovice,Velké Pavlovice
velka_nad_velickou,Velká nad Veličkou
veseli_nad_moravou,Veselí nad Moravou
velesovice,Velešovice
velky_karlov,Velký Karlov
vedrovice,Vedrovice
vevcice,Vevčice
velka_kras,Velká Kraš
velke_kunetice,Velké Kunětice
velka_bystrice,Velká Bystřice
velky_tynec,Velký Týnec
velky_ujezd,Velký Újezd
velke_losiny,Velké Losiny
vernirovice,Vernířovice
velehrad,Velehrad
veletiny,Veletiny
velka_lhota,Velká Lhota
velke_karlovice,Velké Karlovice
velky_orechov,Velký Ořechov
velka_stahle,Velká Štáhle
vendryne,Vendryně
verovice,Veřovice
velke_albrechtice,Velké Albrechtice
velke_heraltice,Velké Heraltice
